interconnector_1_price,interconnector_2_price
70.86,55
1.83,68.89
47.38,42.74
53.48,67.51
98.12,23.36
51.9,9.21
57.26,23.22
82.64,35.75
72.44,60.18
44.95,16.94
21.66,45.66
80.47,24.16
19.22,83.98
53.99,62.07
66.99,58.37
78.62,91.12
64.05,84.04
48.73,97.01
26.52,40.63
41.2,26.81
28.22,41.45
67.68,29.58
86.13,92.71
12.66,76.42
62.78,6.1
84.45,18.39
76.43,20.47
28.48,3.2
54.53,9.78
92.86,31.77
10.51,81.5
26.09,3.36
48.67,88.24
21.66,80.93
3.1,16.95
69.23,98.51
35.95,55.28
17.58,22.33
15.9,90.62
92.01,24.89
73.17,15.6
6.87,45.73
46.73,98.41
0.78,70.53
72.43,24.18
9.68,38.54
18.84,50.12
95.14,19.16
90.88,30.76
41.97,49.91
41.68,4.35
86.87,54.44
4.76,30.57
45.78,34.56
25.5,92.23
74.22,13.31
10.61,62.64
18.94,19.6
34.33,13.4
81.05,40.63
49.72,15.55
31.45,5.22
23.05,42.18
39.65,88.39
18.61,79.67
53.63,16.67
8.58,28.7
34.85,89.96
38.44,11.6
10.88,47.2
53.85,11.12
2.57,23.22
23.31,13.92
87.2,10.16
91.48,44.76
56.42,41.8
89.51,52.8
55.57,51.71
46.47,48.13
20.31,75.39
66.83,61.58
59.42,45.15
32.36,99.84
39.25,7.06
44.19,50.45
49.73,21.34
7.3,98.9
78.71,13.18
38.82,0.57
7.36,32.24
48.48,82.18
88.68,32.68
60.01,21.36
78.29,28.31
6.03,60.29
72.63,28.4
31.3,64.9
99.09,69.31
0.62,41.45
54.43,26.82
54.6,65.44
8.81,75.14
76.98,42.84
33.67,15.77
67.71,66.69
57.05,76.66
49.51,62.68
28.08,2.49
17.65,75.02
42.27,45.05
10.48,53.66
40.79,0.51
13.89,56
56.4,80.1
74.42,86.79
33.88,31.18
55.63,18.1
99.05,96.68
67.95,23.83
79.71,37.11
14.15,29.55
84.15,56.03
63.22,3.56
58.27,72.54
42.22,23.45
48.84,1.12
38.65,50.35
98.84,7.05
96.33,29.52
49.18,45.44
24.36,33.18
98.09,78.26
90.11,23.94
49.88,20.17
73.11,30.9
54.54,21.8
81.94,88.53
65.07,3.46
40.85,95.69
83,98
19.47,44.44
46.27,25.09
46.14,46.18
89.55,84.63
50.89,84.99
53.32,66.02
71.02,13.16
33.26,41.16
65.2,89.51
85.31,84.98
99.54,60.41
15.56,39.16
4.62,32.9
18.88,59.21
84.65,19.99
41.87,35.68
6.79,99.45
94.46,43.52
9.81,44.43
68.67,37.81
95.5,54.24
5.21,4.25
80.46,29.64
43.99,28.78
83.51,22.48
81.13,12.53
97.39,50.1
97.57,48.38
92.31,88
78.54,96.93
50.86,67.36
55.11,59.26
95.19,45.04
75.89,20.69
37.64,79.66
64.15,30.11
37.05,78.16
4.99,44.04
88.26,98.56
81.7,81.36
79.62,11.32
45.72,98.48
25.8,90.87
0.19,61.4
8.92,93.1
18.35,82.45
40.82,16.19
35.34,44.57
73.01,49.73
46.81,4.83
72.38,34.39
71.22,63.51
8.98,56.92
69.49,59.59
70.28,17.75
87.21,55.12
13.78,31.52
32.87,4.33
91.56,54.88
95.79,38.47
84.44,32.61
45.72,25.97
30.12,18.15
30.09,31.36
90.63,92.45
15.45,54.75
7.68,6.91
33.54,30.04
38.89,93.45
42.06,24.14
54.71,63.85
75.84,18.39
45.63,53.75
6.12,78.83
0.1,75.29
81.06,20.62
12,51.09
34.53,11.18
50.26,99.57
48.68,19.83
25.47,16.62
7.03,64.35
57.23,26.25
21.73,80.17
46.68,1.3
80.28,10.97
73.86,92.19
49.19,59.88
80.06,33.3
0.4,67.28
64.63,54.26
10.61,58.44
8.39,3.33
26.73,91.36
9.96,44.41
39.13,30.06
64.84,83.04
14.22,4.66
13.05,31.64
73.64,45.96
70.93,51.29
18.56,72.69
7.76,80.66
37.52,22.92
55.47,60.14
40.36,60.48
74.1,61.73
17.84,95.4
34.49,37.79
27.25,75.91
96.86,19.89
27.27,15.32
70.28,53.07
98.59,79.24
92.1,14.02
45.46,60.19
93.61,61.67
20.63,34.02
93.84,82.46
93.04,38.96
66.2,49.87
20.04,79.26
47.98,5.57
42.41,45.48
76.65,7.88
49.79,30.14
40.41,66.17
27.78,88.86
0.66,11.4
63.73,92.43
80.96,33.25
58.4,25.63
8.01,75.34
72.47,45.73
13.2,73.18
36.77,69.48
48.97,49.77
1.35,42.27
42.09,28.88
82.15,24.89
96.37,21.7
97.23,96.72
52.5,63.43
80.72,34.13
31.94,76.61
95.62,8.65
8.84,36.26
74.17,39.29
80.72,56.18
29.09,7.45
63.43,34.54
46.03,77.61
70.23,56.06
21.71,40.59
65.95,79.86
6.44,49.68
57.03,22.97
75.33,48.41
41.15,60.27
53.01,1.15
25.67,63.34
52.87,60.81
28.52,16.14
27.74,34.5
1.85,40.17
59.98,82.66
81.57,58.8
53.51,35
85.13,94.46
81.44,47.09
91.85,50.44
16.66,77.66
62.57,75.53
69.88,55.37
24.76,6.83
85.76,21.69
59.51,42.27
8.22,98.7
30.43,76.88
48.85,8.76
20.63,66.4
38.59,17.27
9.05,76.12
63.37,2.17
23.43,92.94
39.46,83.07
55.63,86.32
74.5,76.64
4.81,16.28
41.17,66.14
89.4,46.09
52.17,97.17
1.97,7.33
0.42,42.74
73.77,42.74
52.53,96.78
20.07,26.57
66.52,78.59
72.23,89.58
5.09,30.43
67.27,6.98
38.66,76.81
36.14,62.61
49.56,21.36
82.71,33.97
90.31,20.17
89.28,43
1.16,18.45
36.56,30.35
98.21,37.73
2.91,16.3
98.08,20.91
83.48,75.65
70.23,85.78
35.63,68.61
48.07,57.39
14.07,16.03
48.17,28.48
89.62,97.56
20.14,37.49
51.16,84.92
36.74,18.46
34.23,34.51
76.83,18.85
88.27,17.45
7.76,92.79
30.44,99.28
8.91,41.55
48.49,18.82
58.52,37.35
34.98,84.94
87.33,67.78
57.24,14.66
58.96,1.58
69.93,64.85
29.88,54.87
21.24,96.65
30.93,69.15
38.65,61.87
48.28,84.4
92.78,89.18
72.97,61.35
40.77,74.29
93,70.37
64.83,15.93
34.31,88.34
75.89,81.47
98.65,79.75
75.75,54.96
92.05,1.27
67.93,94.51
94.43,34.37
9.06,29.99
48.61,49.8
4.81,82.66
24.13,67.8
5.02,74.8
91.73,1.8
79.3,51.07
89.19,95.95
4.4,39.28
29.22,76.1
14.4,56.44
25.2,36.4
58.29,61.66
45.67,90.88
64.46,15.61
28.06,5.78
41.76,69.32
48.93,0.5
13.36,35.54
58.27,11.9
83.35,37.85
25.65,21.82
98.75,48.21
19.06,51.61
92.88,53.56
35.38,70.18
22.5,13.27
8.34,28.96
41.43,59.34
51.66,88.22
57.32,40.72
83.28,56.77
28.21,50.92
64.94,30.83
38.41,14.95
12.03,13.28
72.06,29.51
72.1,73.7
4.29,3.38
44.6,11.23
39.24,87.17
6.4,77.44
91.85,12.64
95.67,65.11
22.57,79.57
19.48,17.2
2.36,58.05
83.34,4.21
55.22,31.7
27.38,34.44
81.44,40.13
4.66,14.19
48.42,92.28
57.16,38.58
34.16,73.04
83.8,15.48
55.96,41.38
9.62,18.34
93.7,89.01
59.26,4.75
14.28,58.62
1.34,6.31
59.21,7.96
53.06,59.6
58.48,80
83.9,8.96
56.23,68.87
99.68,70.95
97.83,36.45
86.4,73.35
8.34,26.21
35,88.47
63.18,15.23
0.89,6.93
95.02,20.99
64.1,94.79
80.34,46.98
46.12,96.45
63.34,28.55
40.21,19.19
32.62,31.47
74.51,84.18
41.09,45.07
2.76,87.89
4.02,33.78
90.73,28.4
37.94,89.61
40.85,65.79
64,64.28
58.45,75.45
48.71,24.37
54.37,88.72
67.4,70.35
29.99,74.31
93.41,92.08
36.38,11.38
96.91,77.33
62.41,21.67
69.12,89.29
94.88,20.1
11.42,27.5
32.64,69.04
61.37,64.26
86.9,28.37
13.5,66.56
13.33,99.74
88.95,21.26
56.49,59.42
27.03,38.42
46.13,33.36
76.24,26.92
81.78,69.84
69.45,74.48
82.46,79.11
23.85,25.16
51.8,65.27
28.03,63.25
75.07,62.81
33.65,56.58
41.2,38.45
60.9,5.54
67.41,54.78
29.51,66.58
70.24,99.73
43.76,34.08
74.42,5.6
24.81,81.03
11.15,33.52
77.1,91.55
24.6,35
53.09,55.41
95.89,21.13
9.09,4.07
72.59,12.6
46.47,65.41
70.44,43.54
12.72,45.32
73.05,23.41
65.26,77.97
92.74,59.55
70.38,56.53
12.4,78.65
28.72,84.52
19.23,64.59
29.37,49.68
94.28,94.67
31.3,77.02
95.31,91.2
28.67,51.65
98.57,69.29
39.35,68.93
8.99,19.01
47.47,7.37
60.04,46.76
30.82,88.48
86.75,57.04
89.12,19.88
45.44,62.21
50.72,13.46
26.06,21.71
1.45,28.32
24.84,86.65
30.03,73.67
46.95,50.75
98.12,69.82
21.46,30.24
73.65,45.12
86.44,2.83
15.16,59.33
46.11,60.32
36.55,13.16
18.8,42.66
11.09,26.26
75.92,94.45
54.72,47.29
32.1,2.65
78.98,98.91
43.86,10.09
28.41,2.04
79.92,57.96
95.63,17.51
47.65,52.03
96.65,56.07
51.13,15.59
33.15,78.58
69.3,66.38
93.75,25.6
22.63,15.57
41.48,87.88
39.36,80.8
67.6,88.89
47.08,54
39.4,95.49
23.84,27.36
55.83,17.57
72.46,57.5
88.11,83.47
25.15,13.62
66.86,76.86
55.84,83.48
30.67,52.32
44.22,94.73
11.9,41.22
21.94,36.89
16.6,15.53
65.57,76.02
74.62,9.74
95.43,10.89
19.86,75.75
16.3,34.99
67.3,69.61
66.32,42.76
4.68,0.52
44.83,33.4
92.92,94.55
35.04,70.44
0.71,86.3
2.13,28.98
98.2,89.88
78.28,55.23
1.79,70.22
65.14,38.47
30.85,4.37
99.16,10.97
21.37,58.9
21.42,6.48
43.37,12.53
61.51,4.2
92.25,13.47
77.02,75.13
50.38,88.32
91.42,47.88
74.65,59.77
50.46,76.69
41.26,43.54
92.42,48.3
36.28,7.67
14.9,61.23
96.85,63.6
7.76,66.11
94.37,95.84
29.27,72.62
52.93,75.09
6.54,72.6
62.65,59.12
97.91,25.93
87.77,41.72
5.18,37.39
48.1,59.14
2.97,3.65
98.13,14.08
90.88,34.82
96.74,43.08
40.66,83.5
44.49,22.17
87.02,3.36
16.72,20.49
66.56,7.45
82.97,59.46
95.9,58.7
2.01,68.22
48.69,92.63
10.3,31.74
96.55,4.73
55.98,4.88
31.97,39.21
95.95,30.22
79.73,70.61
15.52,22.88
75.98,15.24
2.84,73.95
54.27,84.1
69.72,93
9.1,1.86
90.33,8.16
13.4,6.41
34.16,31.27
45,49.51
20.54,75.65
61.57,94.87
89.92,42.36
25.32,74.58
32.06,91.16
47.94,15.18
9.31,87.52
74.39,20.73
19.29,12.51
58.63,76.32
1.78,28.49
92.6,76.49
85.79,57.84
50.82,44.61
82.5,32.22
10.29,16.41
16.47,4.4
39.23,9.15
94.5,49.17
71.16,13.26
66.7,94.86
93.42,48.67
73.08,25.97
90.09,88.37
95.18,5.73
77.94,73.72
13.48,25.25
17.82,90.94
4.78,86.93
7.27,86.92
56.58,5.65
10.17,59.09
84.18,4.8
30.49,14.63
14.08,39.61
63,85.99
60.78,45.04
30.56,56.3
0.26,76.63
39.83,53.44
64.43,68.05
70.58,67.13
23.21,83.66
88.9,83.22
93.47,37.74
32.33,5.69
3.26,25.11
31.68,51.34
39.17,27.77
92.98,35.55
54.92,66.37
63.35,49.24
90.47,88.47
5.65,6.96
42.1,7.93
57.37,92.31
3.35,69.6
17.7,89.83
54.19,48.87
69.31,50.2
47.77,69.71
78.39,89.06
93.85,75.96
13.58,5.45
28.35,14.59
8.62,2.68
52.04,31.7
28.01,0.4
93.37,58.06
38.53,70.46
88.67,9.18
66.8,77.99
57.03,11.83
66.4,88.66
58.65,59.9
47.01,63.78
17.91,78.17
6.16,75.77
80.89,21.18
23.05,36.19
92.89,57.23
59.09,52.12
76.31,28.56
68.97,28.71
91.95,45.3
20.57,28.25
45.48,19.94
93.94,78.77
44.5,13.39
97.75,96.43
44.13,11.78
41.83,75.8
96.54,14.46
21.15,94.44
79.21,17.63
5.16,8.44
25.02,50.86
48.84,3.18
48.13,57.21
44.35,22.42
75.83,50.76
36.37,45.4
17.47,80.16
73.23,39.54
81.88,9.08
16.9,37.57
87.74,0.28
21.44,82.06
47.93,82.21
71.44,78.95
7.73,58.83
88.47,0.19
10.4,83.9
83.75,0.49
8.45,9.51
40.07,53.24
17.19,81.96
81.97,15.39
81.02,34.63
71.2,84.91
92.29,56.09
27.97,82.48
18.07,95.91
56.49,57.69
32.12,25.16
92.07,78.48
43.24,27.38
61.33,26.54
59.58,37.59
41.97,83.31
13.88,57.7
55.27,73.46
78.99,27.58
94.38,46.13
71.57,38.15
82.31,42.87
4.44,61.57
11.42,80.35
28.33,48.52
36.86,76.03
63.24,97.62
22.27,21.8
22.87,14.57
72.13,7.29
80.5,35.52
30.93,65.22
39.19,81.07
37.26,55.61
17.56,99.91
61.87,73.28
48.69,2.48
78.77,5.75
58.48,24.61
96.88,16.71
93.88,45.82
19.71,54.05
67.76,95.78
68.16,92.85
89.15,24.18
44.9,34.11
49.74,81.4
25.39,47.34
42.22,17.88
46.74,2.26
84.06,97.29
33.78,89.09
20.47,6.16
47.04,29.78
88.96,0.51
17.93,84.36
87.28,60.6
96.36,2.95
3.75,42.92
21.26,89.67
92.28,24.45
88.44,72.18
23.41,72.8
14.27,16.68
68.56,59.04
73,25.59
35.45,74.98
42.39,51.7
94.83,47.94
12.93,47.33
47.68,75.18
45.83,97.64
42.71,48.94
89.89,0.05
74.63,0.76
12.73,69.1
34.61,64.53
32.51,79.33
30.02,81.43
26.38,56.58
36.34,13.98
49.07,96.83
39.43,20.67
93.85,70.41
62.07,41.71
19.99,27.56
1.24,75.32
42.04,49.82
42.68,59.43
64.47,96.42
62.92,97.14
65.03,88.85
72.65,5.1
65.03,38.98
22.3,70.56
11.4,68.82
32.48,44.46
67.25,22.46
46.75,63.06
47.82,26.17
28.17,25.88
21.61,12.28
73.96,16.54
68.87,61.67
94.78,98.33
64.61,37.34
56.98,63.58
43.41,33.61
41.01,85.02
35.36,85.63
41.89,66.84
45.81,36.91
61.82,42.01
96.75,21.27
40.07,57.35
89.27,6.07
87.23,38.26
60.68,9.45
75.27,51.93
87.33,81.52
2.02,49.32
92.3,5.36
96.26,96.51
0.13,19.52
56.36,79.79
56.67,91.24
72.94,27.54
66.43,15.27
46.65,72.29
7.13,25.59
36.65,36.65
9.26,50.07
54.64,36.42
10,57.42
48.43,89.36
34.19,47.95
49.29,37.35
19.57,25.67
76.05,84.12
78.04,53.4
45.18,80.23
9.61,49.2
47.26,49.69
7.02,34.38
60.29,73.24
78.74,96.72
91.52,80.39
64.66,67.65
79.82,31.24
48.99,64.29
30.67,49.11
72.18,37.4
21.02,79.91
69.73,93.2
37.22,17.84
45.3,4.12
6.41,30.19
38.62,4.61
28.8,16.03
56.93,12.26
67.48,8.63
44.51,77.26
9.37,22.95
77.59,43.06
92.23,61.82
13.37,42.51
7.79,0
76.82,39.89
42.04,54.03
73.32,8.55
84.68,7.46
39.99,13.9
98.83,4.16
19.86,0.89
86.04,11.46
71.94,51.84
42.68,62.76
51.16,97.66
88.84,90.92
3.51,72.03
39.18,35.96
61.46,64.55
41.25,37.18
86.95,91.11
21.53,75.72
87.27,97.05
33.92,48.74
7.14,30.88
11.04,13.74
31.84,23.02
91.28,34.21
2.8,83.87
51.75,90.54
0.42,84.83
5.9,69.17
78.42,35.05
14.75,34.58
96.35,71.59
70.42,18.84
84.29,81.6
47.49,68.45
94.62,8.65
29.6,34.24
64.25,75.48
46.61,25.03
93.79,8.48
86.55,58.31
18.55,15.53
9.75,39.01
32.53,5.3
63.28,99.76
58.82,89.86
46.12,97.45
73.68,93.07
66.54,99.12
2.52,56.13
56.94,60.92
84.27,13.16
87.23,32.54
81.24,1.02
39.99,23.92
66.64,89.11
16.05,28.1
1.49,35.06
57.61,70.4
77.44,1.86
22.15,63.35
32.07,62.61
82.26,35.32
8.38,42.65
62.74,36.17
11.2,93.19
1.82,27.53
96,51.26
75.09,63.89
49.35,9.81
34.38,97.6
74.6,6.72
90.42,57.65
59.02,78.98
65.11,3.42
10.62,44.23
3.66,29.89
57.34,25.1
18.77,1.34
32.92,25.63
67.84,24.16
89.1,82.35
0.26,48.41
38.44,30.05
40.84,85.09
94.59,63.44
5.75,82.33
55.17,59.09
10.12,26.19
81.59,85.23
57.79,92.41
95.74,69.81
69.04,10.99
85.99,78.58
98.36,16.72
92.28,28.6
30.33,64.71
84.31,37.38
24.48,37.22
20.46,30.53
83.78,31.39
41.22,4.16
60.5,82.28
62.05,42.56
51.69,25.94
1.57,63.2
49.42,98.58
90.58,85.26
12.16,89.77
98.51,52.48
27.34,53.84
64.08,9.44
30.78,38.07
16.21,73.51
88.11,90.95
8.13,85.67
94.06,18.68
67.23,40.98
22.84,51.1
81.62,12.54
88.39,47.16
34.02,43.5
93.21,56.9
7.91,27.29
90.58,90.47
6.48,93.78
15.86,29.26
41.48,63.05
96.84,22.63
8.15,52.59
92.59,34.75
18.64,10.8
31.12,90.1
5.48,19.19
86.18,30.15
8.06,48.08
51.58,39.78
75.62,90.74
20.82,0.65
76.5,20.99
21.88,27.6
7.59,79.91
6.27,20.65
22.18,98.08
16.27,49.21
74.1,92.85
54.85,61.97
89.08,68.99
66.15,55.92
1.92,21.06
30.32,42.6
93.71,90.44
14.25,24.37
29.95,17.49
38.1,72.2
93.34,56.92
37.71,19.17
95.81,52.2
97.92,27.76
46.87,68.34
48.38,96.83
67.71,94.1
96.5,84.42
42.02,77.12
25.25,96.47
68.21,63.6
42.27,60.28
52.36,79.58
89.7,36.38
56.33,81.73
57.34,33.3
27.88,30.39
21.58,94.7
41.63,0.08
73.36,24.89
53.8,65.15
12.25,6.91
55.33,70.15
86.95,39.79
79.42,40.51
12.22,94.03
55.24,23.84
34.27,80.63
77.56,52.34
80.67,3.21
0.16,1.96
28.86,36.76
73.99,21.87
90.74,69.73
70.33,19.56
76.95,93.26
52.27,36.25
36.41,60.72
10.95,8.83
17.14,17.55
75.32,79
43.78,12.84
1.4,48.11
82.65,31.65
28.88,24.83
87.48,68.55
81.36,87.27
64.67,42.49
56.72,70.24
23.47,72.68
2.76,13.42
72.84,34.33
98.47,10.87
43.23,32.47
86.94,13.06
26.54,54.6
27.14,98.97
75.85,44.59
33.59,72.6
1.97,71.4
42.5,98.2
13.21,2.4
7.48,91.5
30.56,75.49
94.72,22.49
73.16,60.57
39.75,79.94
87.71,22.5
22.11,84.89
63.14,70.11
26.35,52.18
92.62,89.15
63.22,53.64
76.67,35.84
91.3,9.33
70.58,78.96
3.21,17.48
50.41,10.78
78.84,52.87
18.65,48.37
23.46,79.76
75.18,62.95
71.48,11.47
41.66,61.26
24.77,54.19
64.66,40.59
35.34,90.62
88.08,50.37
62.97,92.36
46.14,72.73
96.98,66.96
64.89,65.37
80.86,27.22
11.25,98.04
6.32,81.18
65.49,73.1
20.18,46.08
56.85,12.22
63.42,16.59
53.02,44.44
68.28,99.31
14.89,70.21
95.38,46.28
82.39,94.68
86.56,45.44
97.37,56.18
76.43,17.57
97.72,63.19
20.93,53.72
12.19,67.18
70.43,77.77
45.86,41.31
0.11,21.74
4.85,5.23
2.33,21.04
43.65,39.74
51.83,66.43
21.42,90.48
11.58,54.42
11.99,74
59.77,48.72
52.82,98.28
1.6,12.14
78.36,44.74
27.14,13.11
45.06,22.07
53.37,77.12
95.22,95
89.43,80.98
33.12,22.63
2.55,36.54
57.85,6.36
79.54,0.98
4.9,21.23
60.05,64
45.22,80.73
80.13,31.38
8,7.9
33.29,89.26
54.18,14.69
22.4,69.49
75.93,60.77
92.58,32.67
39.44,76.95
40.99,4.7
69.18,46.71
65.91,37.6
16.99,28.69
93.29,38.23
42.83,1.75
27.15,98.68
38.72,80.01
73.17,86.22
56.55,98.9
68.99,64.79
91.07,51.66
11.28,60.92
71.78,61.21
96.73,37.49
46.25,2.1
60.52,87.25
77.48,99.74
38.55,52.88
27.73,60.34
27.15,64.22
61.46,89.24
40.99,38.65
35.4,84.31
89.86,65.88
90.34,78.74
98.65,60.13
39.72,51.4
9.51,23.12
23.58,31.67
49.86,29.53
80.15,28.44
32.89,98.06
85.95,50.85
57.14,42.45
93.8,87.55
12.82,38.06
50.37,61.31
5.45,35.2
11.54,70.98
55.41,57.38
37.58,39.33
21.36,9.76
85.83,25.69
72.77,41.86
32.07,53.18
57.85,69.28
16.02,8.54
75.61,54.26
19.59,20.55
13.62,57.69
19.29,84.29
95.4,5.74
31.54,89.89
7.77,33.31
19.7,45.8
42.47,67.07
88.97,99.33
56.8,49.43
36.55,37.7
34.97,2.39
3.21,43.43
76.03,7.47
46.97,16.66
99.34,80.28
77.1,62.24
47.88,8.3
78.13,43.3
14.81,57.09
15.08,78.41
21.23,54.03
66.88,70.9
91.82,27.64
13.87,81.47
16.41,53.05
66.73,62.34
61.05,62.33
23.86,13.39
51.55,69.26
59.34,25.26
81.67,97.29
85.02,54.75
71.91,89.01
57.88,46.62
58.07,37.96
38.24,30.01
55.42,50.26
86.27,52.05
68.1,0.96
95.23,16.41
4.53,47.34
7.44,46.07
70.1,66.2
74.21,46.42
15.27,22.35
92.09,56.85
3.52,4.11
89.49,39.12
55.38,13.79
56,15.13
45.45,17.48
14.33,2.69
23.39,20.94
14.74,75.94
20.59,28.7
50.52,63.98
39.66,16.2
15.73,92.84
80.76,38.99
4.43,7.5
24.6,89.6
59.41,63.33
25.2,45.22
29.15,5.3
97.45,85.15
59.54,99.66
45.64,72.86
92.15,58.92
85.9,39.07
93.42,25.77
7.31,88.69
51.51,30.67
36.37,19.39
44.45,0.49
20.94,45.49
47.19,61.03
77.76,88.17
94.14,56.94
17.65,7.27
20.74,61.55
76.81,68.81
10.06,43
89.14,26.54
89.87,31.16
76.74,76.99
52.1,33.97
19.37,70.88
21.99,62.85
54.65,24.42
47.6,19.78
95.98,84.45
60.26,5.27
63.18,22.34
81.65,93.04
19.73,25.24
38.99,31.29
11.7,31.62
14.31,52.82
70.53,1.96
30.78,14.95
93.78,36.92
82.47,72.75
92,60.71
69.5,89.96
85.19,92.55
0.69,53.12
84.33,12.91
13.33,50.87
95.73,47
28.39,89.45
50.54,94.8
82.51,32.57
16.97,2.72
52.05,45.94
91.19,47.47
14.85,15
72.99,56.58
81.81,86.98
49.15,75.23
7.37,6.87
50.75,17.7
52.94,20.73
51.5,99.84
99.5,10.31
58.24,70.31
71.9,64.4
49.1,35.49
57.17,8.78
18.19,25.83
23.46,7.11
70.23,81
22.41,10.93
70.92,2.96
98.62,21
98.67,82.6
66.87,37.85
26.25,90.35
3.49,53.24
1.31,49.17
22.6,86.48
34.78,14.22
95.68,62
83.43,87.65
53.87,32.63
38.69,56.61
80.77,33.51
51.89,60.43
57.35,4.83
40.99,69.32
29.66,41.43
0.21,71.14
62.51,30.37
16.39,54.09
80.22,75.76
71.91,24.1
49.15,8.3
86.96,13.66
7.25,75.51
94.55,55.11
68.98,6.32
79.97,87.94
15.72,74.61
34.68,94.42
77.49,87.73
55.4,77.78
30.34,36.54
46.8,21.87
83.74,91.65
80.57,45.79
39.26,55.19
47.02,88.09
43.71,14.24
12.94,21.06
5.37,6.16
77.01,41.65
0.77,38.35
88.38,34.27
80.43,72.66
92.57,33.59
57.29,72.42
98.19,1.35
67.61,24.13
9.83,55.97
83.44,23.64
50.17,59.97
30.3,46.59
85.76,36.61
32.57,11.32
61.6,8.75
47.32,57.34
30.27,88.32
53.1,75.04
99.45,73.84
62.82,55.97
74.08,26.98
42.21,39.58
71.11,60.1
4.61,50.41
49.86,19.41
39.19,56.34
45.59,11.08
19.68,32.84
4.89,5.27
1.13,26.22
52.99,39.79
3.31,80.8
28.39,79.82
31.87,16.09
64.24,52.79
57.35,92.5
88.72,86.99
48.72,99.23
59.37,70.37
58.35,31.23
80.93,54.68
31.05,44.04
84.41,94.7
56.37,89.75
36.88,68.17
4.62,16.92
42.14,85.7
29.17,6.91
17.96,13.45
40.46,65.57
88.24,62.59
58.97,91.73
58.77,98.53
87.14,17.79
30.53,41.93
90.76,33.84
14.8,38.23
17.63,10.79
86.9,55.8
78.2,73.8
2.98,35.31
94.09,1.76
53.88,58.3
51.98,11.13
77.25,39.64
56.31,65.49
86.31,81.28
50.03,54.36
8.5,99.82
30.45,87.37
34.17,89.61
12.47,81.95
71.1,39.18
75.66,25.54
90.61,34.28
94.1,55.64
39.9,12.22
2.8,31.57
4.64,18.38
30.97,96.62
88.81,80.48
24.48,92.77
2.79,36.6
99.85,21.18
57.43,62.99
98.19,89.45
87.63,78.05
67.92,74.59
42.02,27.82
22.95,55.91
70.22,3.58
82.37,53.97
81.93,15.69
63.89,55.37
59.91,31.16
14.51,82.32
21.35,97.28
51.12,69.34
91.04,18.65
33.69,21.79
64.25,58.34
80.85,33.82
12.26,51.4
2.01,33.28
39.62,56.16
89.23,79.92
67.13,24.74
6.85,95.59
73.94,82.71
69.17,77.24
84.45,44.98
51.74,64.8
54.68,2.85
47.23,17.99
13.64,85.05
29.07,18.05
22.43,24.55
89.23,88.46
58.8,58.69
83.51,72.57
68.15,71.71
94.28,8.34
19.99,4.57
92.6,93.31
68.97,28.66
97.39,14.29
35.11,39.13
59.3,34.83
29.95,59.51
65.45,64.34
74.66,43.15
51.88,81.19
10.52,33.45
16.58,55.33
83.83,32.83
4.61,37.85
46.01,70.2
99.78,40.39
65.39,55.94
6.57,50.89
3.67,25.87
75.62,73.4
34.43,1.75
83.67,91.67
80.82,10.16
43.58,76.41
42.02,76.64
45.54,8.85
92.87,25.91
81.09,37.7
71.45,44.64
9.47,40.58
86.4,60.92
44.89,60.74
4.67,52.38
88.81,12.73
27.4,96.89
77.08,62.47
97.7,28.83
18.5,5.76
21.81,67.72
71.7,13.58
34.8,78.59
54.5,51.71
96.37,25.02
93.94,13.01
99.1,98.77
35,76.14
68.2,68.96
1.67,87.58
94.99,13.54
71.38,97.8
46.73,58.92
38.74,76.47
84.03,24.23
85.99,96.13
81.21,93.77
33.51,11.03
63.46,50.76
77.07,66.52
5.13,83.18
86.12,58.25
54.67,70.98
97.18,31.67
43.87,62.97
21.44,74.8
28.33,44.05
22.92,42.14
20.6,99.07
71.63,41
57.07,88.79
60.23,73.63
12.25,16.96
10.04,19.13
8.61,21.74
53.37,33.96
54.11,77.91
59.19,27.72
45.21,29.85
7.4,90.63
47.47,96.39
42.33,24.51
14.05,71.51
71.59,82.04
87.8,86.43
25.26,85.99
9.53,45.73
3.02,22.18
31.33,49.73
24.71,87.86
53.23,23.99
95.54,39.66
66.86,22.54
20.65,49.97
94.09,85.05
8.33,4.46
96.11,64.1
95.33,30.45
45.87,27.29
37.16,0.25
95.5,32.2
19.56,61.45
98.06,38.72
87.5,10.56
42.77,4.93
77.61,90.32
86.81,29.35
78.12,41.17
59.68,36.6
74.26,12.32
47.56,86.98
1.81,83.51
34.61,37.87
25.42,14.5
96.37,78.95
58.98,98.52
57.04,96.28
25,35.83
89.96,35.96
54.54,28.67
68.26,51.54
21.8,52.97
65.75,9.46
65.84,88.47
57.98,84.52
80.76,30.97
43.36,39
84.47,67.16
44.35,29.34
82.7,11.83
27.47,70.58
14.05,50.63
72.4,18.13
63.77,54.27
99.92,17.76
16.27,74.39
60.22,80.83
77.07,20.47
91.18,55.93
21.3,75.39
31.95,40.15
61.88,25.43
91.47,55.42
69.12,53.25
27.7,69.63
50.57,86.98
53.34,61.96
48.79,27.37
23.92,23.58
55.34,13.23
54.85,42.44
87.74,43.81
53.59,73.67
90.57,63.55
24.89,9.78
47.95,71.27
94.18,94.21
98.95,50.97
90.92,3.57
90.35,48.89
72.98,30.19
63.58,5.77
77.74,22.66
62.4,65.44
