interconnector_1_price,interconnector_2_price
42.23,60.04
5.77,70.81
73.13,19.37
65.89,54.27
64.82,7.22
26.17,65.04
17.79,92.55
2.85,67.65
49.7,78.95
50.28,79.98
15.12,13.07
60.05,98.58
36.24,39.85
9.23,9.96
97.74,52.03
81.54,52.88
69.15,1.86
23.13,5.06
62.93,88.06
15.07,59.27
83,58.93
46.16,53.15
71.14,35.59
5.15,92.83
29.83,11.64
71.23,38.31
71.19,80.25
28.18,84.07
93.57,81.74
40.61,97.02
59.16,86.57
84.26,82.55
55.61,99.67
23.53,82.34
88.56,39.12
7.71,96.79
70.78,96.32
3.98,31.93
49.8,22.44
26.73,26.22
53.17,88.23
91.26,22.09
93.42,66.38
45.83,19.27
41.05,37.48
78.82,17.3
58.43,42.97
86.67,39.58
36.48,2.45
54.55,4.91
36.85,19.61
82.79,32.64
6.55,6.77
56.23,64.61
90.79,21.82
90.41,98.44
13.39,23.69
99.08,56.55
13.38,5.5
87.82,92.81
30.59,18.39
70.76,38.44
44.04,66.5
52.53,39.78
70.65,91.57
50.11,15.49
60,7.38
31.2,98.15
43.27,81.67
58.76,82.74
57.7,57.29
34.93,65.36
72.57,94
12.3,35.14
71.76,78.61
72.09,3.89
67.95,1.89
12.11,7.85
34.46,33.45
46.2,51.42
87.67,49.72
72.53,33.17
73.12,23.25
5.36,72.02
46.58,35.96
60.02,96.26
45.37,81.95
16.91,34.61
27.4,42.69
36.19,11.6
96.73,19.28
63.68,57.24
49.14,69.45
28.64,92.71
85.87,17.45
43.88,52.88
1.5,51.09
4.51,77.08
96.62,4.5
62.74,22.1
47.94,99.19
72.92,79.16
28.6,97.13
12.88,18.42
97.08,2.99
3.05,13.67
68.9,23.71
51.33,87.99
54.17,89.87
6.54,18.78
63.3,17.63
73.17,65.28
85.79,62.55
11.63,81.56
56.83,64.26
7.3,98.11
96.82,74.93
44.24,98
49.01,18.84
7.61,90.41
44.89,32.17
82.52,27.54
43.21,36.79
51.29,70.74
17.7,92.13
3.16,98.5
89.66,93.72
31.43,13.33
80.88,17.25
55.01,45.32
99,29.92
95.13,97.89
81.82,85.34
56.32,56.04
62.26,23.28
1.98,82
38.96,11.4
22.51,57.28
38.14,10.94
73.45,32.66
30.18,20.42
58.96,61.01
1.75,99.31
25.39,96.89
35.22,12.19
69.76,27.78
24.1,61.78
47.32,19.11
77.56,47.27
89.34,2.85
4.54,26.59
82.46,77.12
40.89,36.75
51.68,47.15
54.04,67.73
77.52,28.33
32.5,41.64
81.9,35.16
57.96,18.24
11.04,58.94
34.38,71.72
43.9,15.76
43.42,20.7
52.68,75.83
74.83,65.24
61.58,0.63
23.31,37.91
30.02,1.36
17.37,53.36
88.59,37.84
98.98,47.81
55.89,94.41
83.82,0.16
63.53,97.24
89.64,76.08
47.05,62.01
74.6,95.86
91.45,70.63
39.13,6.14
69.6,17.88
31.86,98.89
49.51,92.34
54.48,50.82
8.14,8.76
96.42,0.83
5.96,57.19
11.94,83.42
27.26,74.47
23.5,83.82
87.19,54.79
96.55,1.89
17.92,2.89
36.94,48.84
79.14,65.44
53.41,33.33
63.18,31.86
33.83,50.25
13.71,30.89
90.48,82.37
43.56,67.95
14.08,94.75
41.57,29.98
77.26,2.34
58.63,56.19
77.33,0.09
24.35,6
89.63,85
87.85,77.27
59.84,19.86
36.24,93.31
98.48,96.85
72.42,68.93
5.28,20.1
11.78,3.23
73.97,61.14
33.65,90.68
59.4,8.93
81.25,39.65
51.04,3.53
39.1,50.13
69.89,83.46
13.96,87.27
60.54,70.66
52.6,23.81
65.35,87.99
15.93,97.97
92.36,38.22
27.86,78.96
17.23,60.87
66.34,95.06
8.92,45.04
92.81,86.31
27.95,76.26
55.81,98.79
28.22,86.65
66.43,48.74
46.76,24.82
9.83,90.38
68.47,55.57
32.64,31.4
56.4,49.09
18.56,99.08
26.54,27.96
57.54,90.41
36.33,55.23
44.39,92.91
27.81,10.79
48.83,25.36
67.48,93.84
63.02,26.08
86.78,67.32
77.64,52.03
79.25,11.84
94,55.87
83.57,64.23
73.76,35.66
92.12,15.78
40.92,37.54
81.82,79.66
7.59,67.29
54,33.5
40.55,38.59
91.34,68.2
90.92,8.11
64.11,74.27
50.03,93.12
22.76,82.17
84.32,68.38
47.35,91.62
81.45,34.86
3.6,19.83
80.36,95.93
48.68,17.79
71.49,9.99
47.32,77.49
99.48,28.47
76.38,65.56
2.41,11.14
97.19,55.19
54.88,2.65
8.07,42.8
43.18,84.21
94.67,32.16
49.52,17.08
90.8,15.31
95.93,6.65
63.03,30.05
58.37,42.66
66.91,66.77
12.63,57.37
33.3,54.04
80.1,55.48
37.82,7.6
15.72,98.29
85.41,86.88
89.77,7.07
95.69,84.64
11.52,51.19
39.24,22.51
6.4,60.14
11.91,43.01
41.26,87.22
47.86,68.01
8.4,76.41
63.08,1.59
35.94,76.49
79.41,81.24
97.94,39.9
69.29,91.46
13.06,86.58
89.1,52.18
57.16,2.1
46.9,6.39
79.96,19.4
98.19,55.18
26.75,52.02
57.28,15.6
5.14,43.26
22.87,14.97
30.66,19.25
21.67,77.07
72.34,2.84
58.1,17.65
90.6,68.04
98.81,30.91
54.96,66.06
2.4,60.83
37.79,43.36
21.48,43.1
45.98,28.97
14.14,72.33
63.02,58.76
41.51,14.45
73.41,90.04
88.99,24.91
49.43,88.34
41.34,94.11
46.43,43.21
74.75,6.52
35.2,40.75
17.89,82.26
85.46,72.77
24.93,60.38
21.48,2.98
57.1,73.81
14.24,84.59
63.25,52.94
58.55,83.17
18.94,91.37
87.3,93.9
17.95,34.54
70.55,5.68
4.18,62.27
6.02,21.05
29.56,96.94
30.38,77.11
9.68,38.66
42.65,35.6
20.62,39.06
22.26,42.71
86.27,33.37
95.92,18.19
17.12,27.46
0.75,85.29
63.3,46.54
69.9,6.44
12.5,93
54.69,60.22
12.83,32.8
72.28,40.42
64.97,82.82
99.77,10.85
11.7,26.61
36.18,28.4
66.06,29.16
66.73,95.87
86.02,41.38
42.4,45.09
87.87,29.41
14.05,38.52
16.29,22.63
51.03,68.3
44.85,98.25
69.5,76.11
36.52,82.72
22.15,68.58
84.6,70.96
36.79,7.55
5.3,9.16
99.74,22.42
46.72,73.54
43.5,15.53
28,35.44
3.1,87.96
1.43,14.24
62.73,56.58
38.27,77.22
24.68,57.54
43.89,1.64
80.56,93.3
64.86,89.54
87.72,33.11
30.12,65.79
78.7,14.68
75.86,16.63
70.16,17.88
38.81,45.29
93.89,25.39
30.39,21.62
64.76,33.66
18.76,79.59
17.66,86.23
75.45,12
60.81,14.13
70,66.08
96.67,0.53
97.95,62.69
49.5,5.7
4.97,88.44
29.95,30.13
85.37,19.98
27.21,35.69
70.21,58.15
99.45,83.98
55.92,90.11
31.19,0.86
91.52,98.21
76.01,40.43
51.2,46.15
91.35,48.73
37.92,5.69
39.87,59.13
12.35,54.85
79.72,18.4
56.12,72.03
99.67,12.96
64.98,17.34
43.82,86.03
66.46,97.71
23.83,18.73
87.87,79.87
7.33,61.97
66.11,45.75
97.01,77.58
40.41,81.5
73.14,15.07
56.38,61.34
24.23,5.34
26.94,9.5
26.21,5.25
82.1,36.1
33.84,18.68
53.35,25.17
6.57,62.23
24.49,10.37
76.17,78.29
1.34,66.58
33.58,90.82
13.4,6.9
39.87,26.89
42.8,34.07
26.29,5.49
65.89,96.45
62.28,50.8
45.24,18.83
24.39,10.96
92.79,7.78
92.83,64.7
53.58,56.36
7.83,87.69
36.61,67.71
85.66,48.5
53.82,91.02
1,42.1
86.96,62.63
5.94,94.59
80.56,3.82
3.46,94.13
59.19,99.86
24.03,69.43
93.63,6.5
55.02,7.3
59.89,47.85
72.18,46.58
76.88,97.73
58.65,69.74
52.76,59.68
80.83,84.89
19.29,3.21
4.25,89.27
57.86,10.87
82.5,8.17
0.07,41.4
26.52,40.81
7.88,0.45
51.95,60.09
35.35,7.34
35.91,95.37
7.65,9.32
8.71,76.44
5.76,76.84
6.72,1.14
42.25,71.82
41.58,59.2
22.18,59.63
58,28.07
89.64,98.17
83.28,14.17
41.44,66.55
72.52,46.6
88.42,82.7
0.5,31.93
95.46,57.17
21.22,13.82
60.61,72.92
17.2,34.01
98.94,97.88
89.58,49.01
21.07,45.05
16.13,61.29
70.28,7.58
99,72.13
10.1,83.16
79.15,0.02
40.92,10.93
3.61,78.07
96.72,20.52
50.14,60.85
72.97,98.91
34.4,5.18
73.53,99.38
92.89,77.06
71.96,96.02
87.15,23.72
73.17,40.19
29.15,20.05
99.9,52.62
88.7,17.35
74.9,84.89
38.2,76.3
54.22,17.55
12.82,65.7
44.78,85.81
80.2,79.76
54.29,83.51
51.27,67.12
56.45,81.95
85.09,41.37
86.18,17.78
66.15,64.94
13.37,71.89
17.7,87.02
86.47,16.72
87.38,82.74
77.26,88.51
64.79,99.54
10.24,96.53
33.14,68.1
62.2,4.65
84.61,13.52
15.95,57.53
24.1,31.66
81.28,13.72
15.06,38.27
10.32,25.61
16.72,29.88
85.31,12.46
60.79,57.93
91.18,75.84
21.41,42.19
82.14,60.19
39.62,97.1
78.54,61.06
54.54,94.54
98.44,91.19
82.83,30.99
80.5,16.42
61.8,42.58
16.39,32.27
28.25,9.97
72.16,39
27.37,31.61
76.26,48.63
51.65,26.59
72.51,49.44
29.46,33.96
26.75,79.34
14.77,35.14
22.08,16.7
10.2,47.69
28.6,91.46
16.96,75.32
30.98,45.16
53.86,84.79
77.76,63.36
78.75,19.81
45.7,61.09
25.39,87.01
54.15,93.95
68.39,94.6
96.87,94.68
69.14,24
63.12,26.07
44.73,80.63
52,35.21
37.73,91.1
66.64,90.19
97.74,31.3
6.29,93.25
65.33,10.41
3.54,17.62
94.92,34.3
7.88,73.64
33.73,67.62
73.99,75.86
59.01,0.07
69.95,74.45
42.25,70.35
22.54,59.55
22.73,87.32
5.73,80.06
90.23,55.15
93.96,51.29
83.04,49.95
12.99,24.06
76.14,51.17
95.96,2.99
0.45,43.11
61.11,7.98
77.39,43.31
63.32,29.42
58.89,55.55
59.86,98.79
36.22,96.87
93.62,66.58
90.3,24.47
23.42,97.28
19.56,15.89
35.83,36.7
12.74,86.97
68.93,34.01
27.16,19.88
89.3,40.54
94.55,97.82
4.16,90.02
65.13,72.5
45.92,34.62
77.09,2.29
66.58,71.51
5.89,29.42
55.69,4
49.87,2.22
54.77,36.32
37.26,89.87
4.37,76.46
17.47,78.45
23.99,70.89
3.92,28.35
53.49,95.3
86.65,0.57
17.1,31.65
71.27,69.98
34.48,20.16
60.67,21.13
61.91,41.04
20.73,66.66
21.78,90.35
50.02,64.88
53.28,9.35
4.94,24.37
8.98,11
0.08,98.06
27.7,35.95
65.33,71.62
77.28,73.38
51.16,12.22
22.07,79.84
73.09,38.41
1.46,89.19
8.7,94.85
38.28,96.71
67.18,51.29
13.47,33.67
51.16,36.3
87.14,16.78
12.16,50.02
96.32,39.51
75.14,65.11
37.08,57.41
65.93,9.04
55.78,32.51
93.69,90.58
99.8,28.38
74.17,57.94
10.64,49.17
3.84,73.09
51.86,89.55
57.18,20.8
97.44,59.39
78.78,51.9
89.08,91.43
80.71,2.42
48.22,6.41
16.9,83.04
57.12,25.92
57.62,23.23
82.14,93.05
64.01,35.67
88.35,60.19
32.44,3.87
77.3,55.67
56.35,47.25
38.62,62.81
51.61,23.22
37.09,47.39
9.91,70.93
51.47,66.58
15.84,54.52
33.77,83.68
97.59,49.16
82.13,59.14
7.48,51.66
21.87,70.89
21.92,34.47
60.41,96.2
38.86,30.1
83.2,4.02
86.3,83.52
24.51,93.32
27.99,51.7
83.31,20.68
83.81,93.22
78.59,52.42
77.61,29.47
47.87,80.66
30.1,41.59
52.91,38.91
40.66,49.2
5.81,1.08
34.23,58.73
38.77,89.01
77.7,57.24
26.54,37.08
27.57,23.62
70.14,69.81
72.06,50.45
59.03,38.45
96.31,29.74
25.59,45.02
73.35,66.91
53.82,45.4
2.59,78.27
67.57,81.88
69.74,85.07
0.5,60.81
36.14,23.62
78.81,81.66
32.06,5.21
59.52,29.61
36.9,35.48
80.56,85.88
21.73,90.51
53.79,60.97
95.94,76.44
90.09,61.79
65.2,18.86
19.97,78.38
61.77,23.09
77.36,74.86
8.67,21.44
12.43,28.89
13.32,20.03
56.69,96.21
31.29,27.73
60.56,31.03
99.62,76.38
84.73,77.35
39.56,33.48
41.24,65.9
28.03,80.16
69.83,67.43
62.62,86.97
26.27,98.06
51.07,5.02
50.55,50.32
36.62,10.13
80.06,13.74
31.78,64.17
90.62,59.05
15.46,54.91
58.49,93.45
23.39,85.49
43.53,91.23
1.45,1.77
20.27,59.32
64.12,12.47
49.77,88.65
92.96,29.89
51.62,13.5
97.5,67.97
10.8,53.26
41.29,72.13
31.88,28.84
56.82,6.72
62.06,65.02
99.18,63.09
44.83,6.46
25.49,22.4
84.77,27.08
9.88,30.65
29.47,24.92
68.41,65.97
14.64,31.21
10.91,83.38
82.92,63.87
43.69,90.07
36.77,90.97
19.4,14.79
14.91,3.43
94.78,37.43
42.89,5.53
7.39,39.74
89.27,26.72
18.34,4.84
86.09,69.39
24.77,65.87
11.04,37.44
34.19,63.4
12.89,3.22
26.45,59.99
37.47,87.5
9.86,88.93
55.37,44.39
34.66,33.75
42.21,61.78
2.38,55.03
42.88,83.79
10.09,75.07
62.07,55.83
42.34,24.99
68.24,61.11
15.08,69.45
51.44,84.7
81.58,96.48
1.22,54.18
52.36,98.57
3.79,91.82
37.47,84.95
54.62,74.68
59.54,28.21
8.47,58.73
24.61,43.38
59.85,18.21
91.16,69.9
34.86,76.96
71.2,86.51
85.82,99.1
67.77,13.41
91.89,73.32
11.8,8.16
62.09,87.57
87.65,48.64
43.46,44.86
88.76,72.38
34.28,42.09
60.96,12.73
84.57,24.83
18.04,86.95
38.89,67.83
97.79,45.58
25.96,82.27
58.89,43.58
4.27,85.6
50.81,43.19
40.41,69.43
85.12,34.23
3.82,69.98
49.31,25.03
80.23,60.54
81.91,36.46
74.45,85.5
36.46,20.14
52.83,91.07
90.04,10.18
25.1,58.53
6.2,90.42
11.9,47.37
14.11,59.1
73.11,13.96
75.58,89.49
90.88,4.34
74.23,92.76
69.79,66.86
30.77,0.59
76.15,68.64
45.86,37.28
59.14,33.35
88.59,17.71
83.6,36.5
57.54,23.58
96.41,87.06
36.93,5.03
70.23,30.92
10.95,41.32
75.29,86.01
83.31,39.27
70.43,88.77
53.84,39.24
72.37,12.78
86.58,27.92
89,48.22
89.22,67.57
2.1,10.01
80.54,2.37
46.52,74.37
20.31,42.83
30.58,64.73
83.46,18.86
38.64,63.57
80.33,85.31
2.93,85.26
66.07,84.3
49.38,98.71
35.01,31.83
13.96,93.8
2.75,63.53
89.31,64.63
94.75,47.05
24.71,45.13
57.61,19.71
33.97,79.76
1.63,79.76
48.11,82.45
2.19,88.62
5.02,29.25
43.86,59.47
62.72,70.32
84.37,40.69
48.48,20.69
7.27,67.78
83.57,74.28
42.72,44.63
4,40.69
75.78,55.29
78.86,83.4
39.22,9.38
9.15,64.18
65.77,62.6
26.93,42.83
92.58,49.68
73.17,3.09
70.56,70.82
83.23,83.64
39.31,20.97
25.11,93.48
88.66,83.96
3.74,46.98
67.85,0.18
75.24,44.15
13.94,55.03
21.52,64.86
99.39,51.16
66.08,78.31
42.65,14.35
57.86,47.22
60.98,87.9
17.24,13.63
76.22,88.75
94.37,66.4
75.37,72.15
84.01,70.05
37.26,8.49
16.27,3.36
58.39,55.97
12.74,74.76
98.43,1.01
62.74,77.39
5.51,80.86
56.3,86.42
50.95,23.07
17.63,42.56
9.31,32.57
61.95,58.47
12.27,63.09
52.93,0.46
86.71,69.27
6.01,39.11
64.88,68.06
47.45,27.56
16.42,86.23
30.83,65.35
18.03,44.53
9.45,55.23
3.28,70.65
28.84,67.84
60.34,3.44
20.22,63.41
92.83,84.61
40.5,29.22
39.72,11.17
76.39,60.39
65.31,69.65
38.28,6.02
63.7,18.76
19.85,28.44
91.71,58.9
65.94,68.57
31.52,68.29
25.33,98.43
87.8,85.55
6.28,99.66
34.69,37.41
60.33,64.83
17.02,75.32
16.09,91.85
60.16,54.17
3.22,13.92
67.4,11.5
79.1,15.33
80.3,55.63
49.02,48.2
8.92,71.79
91.4,19.4
73.55,24.72
59.49,57.12
35.35,28.97
71.67,34.15
29.07,62.4
13.17,50.71
85.67,79
72.3,90.24
13.24,79.34
60.99,92.84
78.41,75.34
19.9,62.14
82.3,40.18
78.82,72.67
52.02,6.43
70.01,87.4
16.91,74.55
19.07,78.37
10.75,62.43
9.79,86
18.15,35.27
85.09,14.29
72.45,8.15
14,62.23
16.81,92.58
49.71,21.47
78.04,41.33
94.11,13.78
20.2,11.4
38.09,2.79
0.83,26.9
80.04,75.89
52.24,81.36
97.14,26.95
67.62,41.31
49.21,31.21
97.15,6.21
11.39,86.59
52.61,50.73
13.46,86.01
60.22,9.9
14.05,14.51
64.94,76.52
33.61,69.83
39.81,68.88
30.78,97.55
87.73,65.48
7.78,26.49
14.74,73.14
70.41,23.42
36.17,35.38
47.8,3.1
39.34,44.18
30.74,98.67
23.62,47.58
84.4,25.97
95.68,88.77
44.34,5.24
7.38,6.2
46.49,38.06
63.62,11.88
88.9,98.99
39.53,56.48
26.49,43.64
42.57,57.91
67.43,49.62
37.05,62.85
17.12,15.25
76.98,71.81
32.51,47.07
77.22,75.72
23.16,61.9
43.54,42.96
17.62,71.16
32.51,34.11
63.45,54.44
56,55.99
19.53,28.65
57.79,75.14
14.38,85.46
18.62,70.71
4.47,77.11
38.08,72.51
95.46,50.16
83.2,29.62
71.88,38.89
39.83,29.68
89.86,46.99
45.01,2.04
11.35,59.61
31.42,94.49
29.58,26.41
15.28,51.88
50.27,51.19
23.52,40.58
45.83,14.79
78.03,42.97
32.15,61.34
62.65,0.95
26.39,40.24
22.31,52.17
69.17,48.33
0.37,32.68
83.21,82.57
37.4,19.6
89.52,90.59
28.03,9.77
49.78,98.25
24.53,47.97
25.24,18.42
43.78,6.6
47.14,77.76
32.73,22.28
73.06,56.27
44.07,70.24
0.84,23.84
79.09,95.36
37.1,11.66
12.71,95.81
64.29,11.79
96.41,36.3
10.94,14.22
28.46,88.72
99.43,8.49
68.97,45.25
14.59,39.61
30.87,71.7
84.26,86.93
22.85,43.94
89.21,70.79
26.86,96.08
78.19,98.34
78.49,97.95
33.03,66.1
26.89,4.77
66.71,62.77
53.7,49.13
57.12,2.68
53.82,48.88
42.56,22.15
29.85,22.59
32.79,4.71
10.04,78.13
55.49,4.8
53.24,89.88
67.56,20.48
39.34,11.42
70.3,63.08
72.06,33
42.85,54.32
52.28,58.22
27.9,87.3
66.79,7.86
75,60.58
78.78,26.44
40.25,70.57
10.38,2.26
29.36,31.96
23.87,2.1
99.86,35.73
59.94,43.05
94.51,75.76
4.87,98.98
61.48,67.73
67.8,50.93
61.68,28.44
77.69,36.25
98.15,26.46
17.92,66.87
96.72,72
92.95,4.83
63.86,29.33
44.66,98.77
69.8,11.75
22.87,2.45
65.51,12.37
68.53,19.73
4.21,91.78
95.72,11.49
2.85,86
60.63,45.7
78.61,69.96
67.62,39.84
47.36,64.12
53.35,12.74
53.81,33
90.97,58.89
32.76,67.14
73.52,54.6
33.6,9.75
26.15,91.09
86.87,86.08
61.67,38.22
75.95,8.85
96.31,26.9
31.53,5.4
75.74,18.63
37.44,66.36
96.37,28.13
12.61,42.52
39.16,53.27
51.39,98.87
54.95,40.98
74.58,9.05
36.51,8.04
99.08,56.09
92.76,71.21
27.91,49.63
75.93,57.89
75.75,8.81
1.42,74.37
36.34,95.53
88.26,20.91
92.75,9.24
89.29,58.19
69.32,74.74
95.22,46.82
71.33,44.84
56.15,47.59
9.77,35.29
81.61,54.76
41.56,77.65
68.08,29.26
86.45,63.04
78.07,91.37
26.96,4.86
81.82,77.89
74.24,40.69
43.87,30.39
27.05,32.41
1.73,49.01
32.82,73.17
65.42,36.79
53.61,60.94
17.55,37.61
54.25,92.48
51.48,80.58
20.8,47.95
61.9,1.59
37.81,92.17
24.3,71.28
47.96,55.89
39.93,5.28
94.86,10.83
38.47,19.28
59.54,72.8
46.19,75.01
33.68,98.74
86.62,23.24
53.49,35.17
81.42,52.86
8.74,30.88
88.16,61.93
39.5,33.16
89.68,61.83
30.33,67.06
53.59,4.44
4.51,88.34
89.1,52.38
73.45,15.82
59.04,77.87
35.55,41.04
49.85,57.35
75.49,5.28
93.02,28.34
63.6,26.86
52.85,72.92
24.79,65.68
95.1,29.73
76.31,57.58
92.11,87.34
97.56,52.17
14.39,72.17
55.27,87.63
61.85,34.77
82.04,6.11
38.24,18.66
68.83,95.27
71.35,61.15
81.66,3.1
65.74,7.06
75.15,28.64
34.96,13.82
43.71,54.15
2.1,73.63
78.26,77.43
72.82,50.77
93.15,36.07
10,52.25
18.41,17.43
18.19,99.38
50.52,86.89
93.43,64.08
84.31,9.7
80.09,14.39
20.52,6.05
92.96,85.92
80.4,74.9
74.97,88.23
10.32,33.73
28.83,89.28
48.76,52.4
42.44,64.22
21.31,86.11
41.18,51.29
2.72,84.29
89.56,57.27
72.41,29.88
61.89,34.94
45.6,4.12
97.09,7.01
57.32,84.13
35.83,70.9
54.51,50.18
48.52,85.76
77.77,40.44
97.57,15.5
87,42.12
28.49,87.71
57.79,61.57
8.96,75.72
39.51,72.65
21.65,15.37
31.3,40.24
55.53,17.25
98.1,15.04
71.89,73.75
72.35,76.39
21.7,43.12
32.34,53.98
36.1,49.22
12.36,0.15
72.77,72.31
75.12,46.77
85.81,32.61
36.26,59.71
65.76,86.37
98,35.74
77.73,62.11
56.1,30.77
60.38,74.62
38.73,84.06
41.45,95.51
81.65,32.84
56.75,63.99
55.07,90.19
49.28,93.79
25.63,69.96
49.31,99.97
46.54,42.97
54.96,6.05
57.22,16.79
45.89,68.66
45.98,10.17
92.63,11.75
37.77,69.23
49.68,17.08
90.75,72.28
67.63,70.58
46.05,32.06
77,13.53
48.01,7.05
4.52,70.91
59.35,22.75
63.65,3.94
55.08,65.73
90.02,51.52
79.93,21.2
7.26,44.33
24.74,8.87
49.05,41.78
93.28,42.91
20.09,6.5
31.96,95.91
28.92,13.22
26.51,3.28
98.73,48.25
71.37,29.63
78.26,3.77
45.35,29.15
86.71,64.49
14.28,46.81
59.04,56.16
74.35,76.56
3.28,79.05
19.13,83.61
64.59,57.65
45.03,59.42
62.69,49.49
30.97,57.23
14.58,11.49
27.52,34.21
60.06,15.95
3.71,74.45
49.58,54.6
5.19,24.67
53.61,70.4
92.62,80.62
58.22,8.68
18.78,14.63
60.44,99.64
24.56,81.31
96.82,67.05
13.32,89.39
5.02,19.85
41.08,19.98
17.89,22.34
90.38,31.38
37.66,64.79
74.8,63.33
43.59,93.02
98.06,57.17
63.09,44.12
48.49,7.64
72.81,72.69
15.75,28.95
53.04,34.32
88.09,10.91
42.37,73.85
60.22,15.28
34.01,55.29
12.06,97.93
35.15,83.77
27.35,1.78
30.22,91.49
70.18,12.09
95.69,71.03
78.25,92.28
63.17,3.26
69.02,70.29
95.67,94.34
38.18,45.36
56.69,81.96
81.43,93.89
32.77,10.65
47.29,53.96
90.51,62.16
60.47,22.22
2.52,73.62
5.63,16.36
69.45,70.11
58.87,76.59
0.32,54.75
85.77,63.93
6.1,38.46
9.34,4.07
34.77,84.22
15.41,10.81
21.88,24.33
93.42,20.66
11.16,86.68
11.51,71.34
35.04,83.93
58.12,43.04
91.54,71.27
8.19,99.67
36.09,94.83
85.58,80.56
59.43,65.5
6.29,59.79
74.99,86.86
59.01,50.8
85.04,94.94
64.45,36.07
24.39,29.68
41.23,20.25
19.12,84.09
56.47,46.56
28.22,26.21
60.95,12.03
98.17,70.77
87.93,0.09
47.43,91.03
5.68,42.17
76.1,65.61
29.21,5.39
83.73,2.99
73.8,44.83
60.43,96.7
44.8,9.48
37.31,93.87
38.27,31.09
30.65,49
17.62,27.08
25.27,76.65
93.2,34.18
19.38,81.66
16.5,36.29
98.15,34.68
39.64,50.37
29.96,41.85
55.65,11.35
2.46,86.63
29.25,53.76
43.57,17.53
66.95,78.2
96.91,6.85
18.93,3.22
88.24,32.57
17.67,71.94
97.69,58.61
49.27,94.86
30.82,58.39
19.02,30.26
81.44,72.71
26.83,98.94
5.29,52.92
86.1,83.65
96.16,98.7
30.82,57.24
45.79,88.53
90.62,66.17
76.84,6.95
82.27,35.72
23.06,87.79
95.68,7.5
84.35,23.71
41.35,7.94
30.23,11.44
63.89,57.73
92.82,57.55
51.84,91.72
97.02,54.97
96.58,32.82
32.55,99.87
97.4,16.09
18.06,94.23
26.25,16.98
17.73,58.66
54.77,51
37.33,9.69
4.72,60.41
17.93,35.87
47.61,21.87
38.21,78.6
88.83,33.98
93.22,33.03
89.74,42.15
74.42,50.81
6.79,76.78
75.21,90.57
86.16,35.49
67.46,3.88
59.13,26.8
33.82,79.4
3.76,84.06
11.78,4.13
41.97,27.98
48.07,3.98
15.93,87.72
83.86,6.1
5.83,34.61
22.05,89.45
70.54,29.73
92.33,4.41
13.39,80.34
29.26,77.58
95.77,82.96
98.68,70.62
58.4,96.26
20.5,43.88
81.76,20.45
22.53,68.69
65.13,11.75
51.72,57.57
70.13,27.56
66.22,0.82
33.72,17.94
67.26,5.14
60,89.9
10.75,28.25
31.66,39.6
14.08,69.22
33.22,14.21
8.05,54.83
73.21,51.75
64.08,16.09
58.74,87.74
41.36,35.23
16.7,1.84
66.28,51.57
47.07,59.08
58.94,77.89
91.75,54.99
26.56,95.24
7.57,91.02
10.29,48.07
97.41,2.62
48.94,96.83
29.08,84.47
72.4,37.91
68.97,39.04
99.55,40.24
85.71,87.94
91.69,48.19
33.07,61.63
29.86,64.85
40.63,75.45
17.76,88.45
46.05,91.33
22.9,3.49
66.81,30.39
10.16,5.97
85.51,41.22
25.91,95.75
54.74,59.64
57.31,26.88
80.59,20.74
88.46,72.27
97.88,51.45
72.23,27.91
78.88,17.24
83.94,96.51
52.02,67.83
47.93,94.3
9.74,27.05
42.79,30.79
76.43,61.38
73.26,73.81
80.65,17.33
29.73,58.93
71.89,5.4
87.81,33.73
18.15,53.24
45.06,29.95
80.8,4.9
16.04,42.19
53.24,61.43
21.08,97.56
5.94,62.69
91.97,53.11
10.84,94.37
43.76,86.05
15.99,10.05
69.39,77.81
62.48,63.1
74.59,70.96
82.92,64.32
75.1,19.49
66.04,91.98
40.93,9.13
99.05,80.26
92.62,61.68
30.94,34.7
82.3,9.58
61.1,96.74
57.45,15.16
44.44,26.85
7.01,2.98
21.13,46.91
68.54,99.64
48.4,37.91
8.52,58.9
50.42,6.96
95.13,88.54
69.09,57.87
63.46,99.73
62.58,78.23
63.36,64.35
30.09,23.9
96.9,66.68
54.59,20.25
35.36,30.63
49.14,3.85
52.4,5.51
58.09,55.34
66.7,80.22
64.9,43.64
31.77,34.24
32.91,84.77
47.79,73.36
7.52,60.55
65.14,43.75
49.16,16.9
89.18,9.28
94.1,90.85
68.58,76.8
7.79,46.74
50.78,25.81
67.05,24.83
27.17,24.36
37.09,82.41
93.93,55.32
50.35,31.24
15.66,66.13
38.71,73.54
18.53,92.55
45.98,21.93
66.42,56.95
50.94,59.96
0.76,68.84
19.45,69.07
75.26,91.23
55.74,85.89
62.35,85.76
2.37,54.98
25.16,66.57
32.83,83.73
35.67,94.19
55.57,81.88
7.95,79.02
52.1,35.11
43.75,58.29
60.87,3.94
33.93,54.6
23.36,7.45
17.3,96.26
76.07,66.06
12.98,68.3
41.31,44.14
82.02,9.3
64.34,76.46
90.94,12.82
35.35,4.86
72.68,59.18
23.05,87.58
66.12,3.01
50.91,28.4
98.38,51.52
75.02,52.59
34.6,40.37
63.53,98.76
59.32,23.81
61.48,14.34
55.46,21.12
46.17,55.23
49.14,51.96
74.11,22.52
2.92,57.07
88.64,90.95
4.6,54.5
53.5,97.18
7.21,82.72
94.1,96.12
