Sidebar,Sectie,Slide,Naam,Key,Gebruikerswaarde,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biogas-WKK - warmte,efficiency_agriculture_chp_engine_biogas_heat,,21.0,41.0,31.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - elektriciteit,efficiency_agriculture_chp_wood_pellets_electricity,,0.0,20.0,10.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - warmte,efficiency_agriculture_chp_wood_pellets_heat,,72.0,92.0,82.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biogas-WKK - elektriciteit,efficiency_energy_chp_local_engine_biogas_electricity,,34.0,54.0,44.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biogas-WKK - warmte,efficiency_energy_chp_local_engine_biogas_heat,,21.0,41.0,31.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - elektriciteit,efficiency_energy_chp_local_wood_pellets_electricity,,4.099999999999998,24.099999999999998,14.099999999999998,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - warmte,efficiency_energy_chp_local_wood_pellets_heat,,20.0,40.0,30.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - elektriciteit,efficiency_industry_chp_wood_pellets_electricity,,0.0,100.0,18.3,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - warmte,efficiency_industry_chp_wood_pellets_heat,,0.0,100.0,47.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - elektriciteit,external_coupling_efficiency_industry_chp_wood_pellets_electricity,,10.0,90.0,18.3,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK - warmte,external_coupling_efficiency_industry_chp_wood_pellets_heat,,10.0,90.0,47.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK HT + CCS (must-run),flh_of_energy_chp_local_ht_wood_pellets_ccs_must_run,,0.0,8760.0,8500.0,#
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK MT + CCS (must-run),flh_of_energy_chp_local_mt_wood_pellets_ccs_must_run,,0.0,8760.0,8500.0,#
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Biomassacentrale + CCS (must-run),flh_of_energy_power_wood_pellets_ccs_must_run,,0.0,8760.0,7500.0,#
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Investeringskosten biomassacentrales,investment_costs_combustion_biomass_plants,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Biomassacentrales,Onderhoudskosten biomassacentrales,om_costs_combustion_biomass_plant,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterkracht,Investeringskosten waterkracht rivier,investment_costs_water_river,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterkracht,Onderhoudskosten waterkracht rivier,om_costs_water_river,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofcentrale STEG,efficiency_energy_power_combined_cycle_hydrogen,,50.0,70.0,60.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine,efficiency_energy_power_turbine_hydrogen,,24.0,44.0,34.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine-WKK (industrie) - elektriciteit,efficiency_industry_chp_turbine_hydrogen_electricity,,0.0,100.0,33.44481605351171,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine-WKK (industrie) - warmte,efficiency_industry_chp_turbine_hydrogen_heat,,0.0,100.0,41.47157190635451,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine-WKK - elektriciteit,external_coupling_efficiency_industry_chp_turbine_hydrogen_electricity,,10.0,90.0,33.44481605351171,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine-WKK - warmte,external_coupling_efficiency_industry_chp_turbine_hydrogen_heat,,10.0,90.0,41.47157190635451,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Investeringskosten waterstofcentrales,investment_costs_combustion_hydrogen_plant,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Waterstofcentrales,Onderhoudskosten waterstofcentrales,om_costs_combustion_hydrogen_plant,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Zonne-energie,Zonnepanelen,efficiency_energy_power_solar_pv_solar_radiation,,10.0,50.0,17.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Zonne-energie,Investeringskosten zonnepanelen,investment_costs_solar_solar_panels,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK - elektriciteit,efficiency_energy_chp_supercritical_waste_mix_electricity,,10.309999999999995,30.309999999999995,20.309999999999995,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK - warmte,efficiency_energy_chp_supercritical_waste_mix_heat,,12.997368503629328,32.99736850362933,22.99736850362933,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afvalverbranding,efficiency_energy_power_supercritical_waste_mix,,15.0,35.0,25.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK met CCS - elektriciteit,external_coupling_energy_chp_supercritical_ccs_waste_mix_electrical_efficiency,,1.0,100.0,20.31,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK met CCS - warmte,external_coupling_energy_chp_supercritical_ccs_waste_mix_heat_efficiency,,0.0,100.0,23.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK - elektriciteit,external_coupling_energy_chp_supercritical_waste_mix_electrical_efficiency,,1.0,100.0,20.309999999999995,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Afval-WKK - warmte,external_coupling_energy_chp_supercritical_waste_mix_heat_efficiency,,0.0,100.0,22.99736850362933,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Investeringskosten afvalverbranding,investment_costs_combustion_waste_incinerator,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Afvalverbrandingscenrales,Onderhoudskosten afvalverbranding,om_costs_combustion_waste_incinerator,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Windmolens,Investeringskosten wind op zee,investment_costs_wind_offshore,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Windmolens,Investeringskosten wind op land,investment_costs_wind_onshore,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Windmolens,Onderhoudskosten wind op zee,om_costs_wind_offshore,,-100.0,300.0,0.0,%
Kosten & efficiënties,Hernieuwbare elektriciteit,Windmolens,Onderhoudskosten wind op land,om_costs_wind_onshore,,-100.0,300.0,0.0,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Vliegtuigen,transport_planes_efficiency,0.62,0.0,3.0,0.62,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Schepen,transport_ships_efficiency,0.9,0.0,3.0,0.9,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Treinen,transport_trains_efficiency,0.1,0.0,3.0,0.1,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Verbrandingsmotorvoertuigen,transport_vehicle_combustion_engine_efficiency,0.4,0.0,3.0,0.4,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Elektrische voertuigen,transport_vehicle_using_electricity_efficiency,0.3,0.0,3.0,0.3,%
Kosten & efficiënties,Transportefficiënties,Efficiënties,Waterstofvoertuigen,transport_vehicle_using_hydrogen_efficiency,0.3,0.0,3.0,0.3,%
Kosten & efficiënties,Gewogen kapitaalskosten (WACC),Gewogen kapitaalskosten (WACC),Huishoudens,costs_wacc_households,,0.0,15.0,2.0,%
Kosten & efficiënties,Gewogen kapitaalskosten (WACC),Gewogen kapitaalskosten (WACC),Commerciële / bewezen technologieën,costs_wacc_proven_technologies,,0.0,15.0,4.0,%
Kosten & efficiënties,Gewogen kapitaalskosten (WACC),Gewogen kapitaalskosten (WACC),Publieke fysieke infrastructuur,costs_wacc_public_infrastructure,,0.0,15.0,3.0,%
Kosten & efficiënties,Gewogen kapitaalskosten (WACC),Gewogen kapitaalskosten (WACC),Nieuwe / onvolwassen technologieën,costs_wacc_unproven_technologies,,0.0,15.0,7.0,%
Resultaten & data,Visuals,Energie-mix infographic,Capaciteit windmolens (per windmolen),energy_mix_capacity_per_unit_wind_turbine_inland,,0.1,20.0,3.0,MW
Resultaten & data,Visuals,Ruimtegebruik van zon en wind,Wind op land (groot),land_use_impact_visual_wind_inland_large_scale,,0.0,100.0,100.0,%
Resultaten & data,Visuals,Ruimtegebruik van zon en wind,Wind op land (klein),land_use_impact_visual_wind_inland_small_scale,,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Vraagontwikkeling,Elektriciteit,agriculture_useful_demand_electricity,-0.06,-10.0,10.0,-0.06,%
Vraag,Energievraag landbouw,Vraagontwikkeling,Warmte,agriculture_useful_demand_useable_heat,-2.08,-10.0,10.0,-2.08,%
Vraag,Energievraag landbouw,Warmte,Olieketel,agriculture_burner_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Warmte,Waterstofketel,agriculture_burner_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Warmte,Gasketel,agriculture_burner_network_gas_share,2.0,0.0,100.0,2.0,%
Vraag,Energievraag landbouw,Warmte,Biomassaketel,agriculture_burner_wood_pellets_share,6.0,0.0,100.0,6.0,%
Vraag,Energievraag landbouw,Warmte,HT-warmtenet,agriculture_final_demand_ht_central_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Warmte,Warmte van lokale WKK's,agriculture_final_demand_local_steam_hot_water_share,20.0,0.0,100.0,20.0,%
Vraag,Energievraag landbouw,Warmte,MT-warmtenet,agriculture_final_demand_mt_central_steam_hot_water_share,25.0,0.0,100.0,25.0,%
Vraag,Energievraag landbouw,Warmte,Geothermisch,agriculture_geothermal_share,22.0,0.0,100.0,22.0,%
Vraag,Energievraag landbouw,Warmte,Water warmtepomp,agriculture_heatpump_water_water_electricity_share,12.5,0.0,100.0,12.5,%
Vraag,Energievraag landbouw,Warmte,Water warmtepomp met WKO,agriculture_heatpump_water_water_ts_electricity_share,12.5,0.0,100.0,12.5,%
Vraag,Energievraag landbouw,Warmte,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_agriculture_flexibility_p2h_electricity,0.031693107,0.0,1.0,0.031693107,MW
Vraag,Energievraag landbouw,Oliemix,Bio-kerosine,agriculture_bio_kerosene_in_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Oliemix,Biodiesel,agriculture_biodiesel_in_crude_oil_share,53.5,0.0,100.0,53.5,%
Vraag,Energievraag landbouw,Oliemix,Diesel,agriculture_diesel_in_crude_oil_share,43.0,0.0,100.0,43.0,%
Vraag,Energievraag landbouw,Oliemix,Kerosine,agriculture_kerosene_in_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Oliemix,LPG,agriculture_lpg_in_crude_oil_share,3.5,0.0,100.0,3.5,%
Vraag,Energievraag landbouw,Oliemix,Andere bio-olie,agriculture_other_bio_oil_in_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Oliemix,Andere olie,agriculture_other_oil_in_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag landbouw,Warmte van lokale WKK's,Biogas-WKK,capacity_of_agriculture_chp_engine_biogas,0.0,0.0,0.27641,0.0,MW
Vraag,Energievraag landbouw,Warmte van lokale WKK's,Gasmotor-WKK,capacity_of_agriculture_chp_engine_network_gas_dispatchable,0.0,0.0,0.6796967213114754,0.0,MW
Vraag,Energievraag landbouw,Warmte van lokale WKK's,Gasmotor-WKK,capacity_of_agriculture_chp_engine_network_gas_must_run,0.0,0.0,0.6796967213114754,0.0,MW
Vraag,Energievraag landbouw,Warmte van lokale WKK's,Biomassa-WKK,capacity_of_agriculture_chp_wood_pellets,0.852834823,0.0,0.9642209302325581,0.852834823,MW
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Kolen,buildings_appliances_coal_share,,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Olie,buildings_appliances_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Apparaten efficiëntie,buildings_appliances_efficiency,1.5,0.0,5.0,1.5,%
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Elektriciteit,buildings_appliances_electricity_share,,0.0,100.0,99.85673245261391,%
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Gas,buildings_appliances_network_gas_share,,0.0,100.0,0.14326754738608646,%
Vraag,Energievraag niet-residentiële gebouwen,Apparaten,Biomassa,buildings_appliances_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Koeling,Airconditioning,buildings_cooling_airconditioning_share,82.0,0.0,100.0,82.0,%
Vraag,Energievraag niet-residentiële gebouwen,Koeling,Bodemwarmtepomp met WKO,buildings_cooling_collective_heatpump_water_water_ts_electricity_share,18.0,0.0,100.0,18.0,%
Vraag,Energievraag niet-residentiële gebouwen,Koeling,Luchtwarmtepomp,buildings_cooling_heatpump_air_water_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Koeling,Luchtwarmtepomp (gas),buildings_cooling_heatpump_air_water_network_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Koeling,Warmtepomp met aquathermie (TEO) en WKO,buildings_cooling_heatpump_surface_water_water_ts_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Vraagontwikkeling,Apparaten,buildings_useful_demand_appliances,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Vraagontwikkeling,Koeling,buildings_useful_demand_cooling,1.2,-15.0,15.0,1.2,%
Vraag,Energievraag niet-residentiële gebouwen,Vraagontwikkeling,Verlichting,buildings_useful_demand_lighting,-0.642687875884973,-5.0,5.0,-0.642687875884973,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Bodemwarmtepomp met WKO,buildings_space_heater_collective_heatpump_water_water_ts_electricity_share,16.5,0.0,100.0,16.5,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,HR combiketel (waterstof),buildings_space_heater_combined_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,HT-warmtenet,buildings_space_heater_district_heating_ht_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,LT-warmtenet,buildings_space_heater_district_heating_lt_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,MT-warmtenet,buildings_space_heater_district_heating_mt_steam_hot_water_share,14.9,0.0,100.0,14.9,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Elektrische boiler,buildings_space_heater_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Luchtwarmtepomp,buildings_space_heater_heatpump_air_water_electricity_share,13.5,0.0,100.0,13.5,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Luchtwarmtepomp (gas),buildings_space_heater_heatpump_air_water_network_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Warmtepomp met aquathermie (TEO) en WKO,buildings_space_heater_heatpump_surface_water_water_ts_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Hybride luchtwarmtepomp (gas),buildings_space_heater_hybrid_heatpump_air_water_electricity_share,23.25,0.0,100.0,23.25,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Hybride luchtwarmtepomp (waterstof),buildings_space_heater_hybrid_hydrogen_heatpump_air_water_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,HR combiketel (gas),buildings_space_heater_network_gas_share,31.85,0.0,100.0,31.85,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Zonthermische collectoren,buildings_space_heater_solar_thermal_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Ruimteverwarming,Biomassaketel,buildings_space_heater_wood_pellets_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Warmtevraag & isolatie,Nieuwe gebouwen,buildings_insulation_level_buildings_future,166.2903226,1.0,500.0,166.2903226,kWh/m2
Vraag,Energievraag niet-residentiële gebouwen,Warmtevraag & isolatie,Bestaande gebouwen,buildings_insulation_level_buildings_present,233.7502016,1.0,500.0,233.7502016,kWh/m2
Vraag,Energievraag niet-residentiële gebouwen,Verlichting,Hoge opbrengst TL-buis,buildings_lighting_efficient_fluorescent_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Verlichting,LED-buis,buildings_lighting_led_electricity_share,100.0,0.0,100.0,100.0,%
Vraag,Energievraag niet-residentiële gebouwen,Verlichting,Conventionele TL-buis,buildings_lighting_standard_fluorescent_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag niet-residentiële gebouwen,Gebouwvoorraad,Nieuwe gebouwen,buildings_number_of_buildings_future,1314.199796,0.0,14753.0,1314.199796,#
Vraag,Energievraag niet-residentiële gebouwen,Gebouwvoorraad,Bestaande gebouwen,buildings_number_of_buildings_present,,0.0,14753.0,14753.0,#
Vraag,Export van energie,Exportvolumes per drager,Ammoniak,volume_of_baseload_export_ammonia,0.0,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Bio-ethanol,volume_of_baseload_export_bio_ethanol,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Biokerosine,volume_of_baseload_export_bio_kerosene,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Biogene pyrolyse-olie,volume_of_baseload_export_bio_pyrolysis_oil,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Biodiesel,volume_of_baseload_export_biodiesel,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Biomethanol,volume_of_baseload_export_biomethanol,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Bionafta,volume_of_baseload_export_bionaphtha,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Kolen,volume_of_baseload_export_coal,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Kooks,volume_of_baseload_export_cokes,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Ruwe olie,volume_of_baseload_export_crude_oil,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Diesel,volume_of_baseload_export_diesel,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Benzine,volume_of_baseload_export_gasoline,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Zware stookolie,volume_of_baseload_export_heavy_fuel_oil,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Waterstof,volume_of_baseload_export_hydrogen,,0.0,4.53069877447211,0.0,PJ
Vraag,Export van energie,Exportvolumes per drager,Kerosine,volume_of_baseload_export_kerosene,,0.0,4.53069877447211,0.0,PJ
