Sidebar,Sectie,Slide,Naam,Key,Gebruikerswaarde,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid
Vraag,Energievraag huishoudens,Koeling,Bodemwarmtepomp,households_cooling_heatpump_ground_water_electricity_share,8.4,0.0,100.0,8.4,%
Vraag,Energievraag huishoudens,Koeling,Warmtepomp met aquathermie (TEO) en WKO,households_cooling_heatpump_surface_water_water_ts_electricity_share,,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Vraagontwikkeling,Koken,households_useful_demand_cooking_per_person,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag huishoudens,Vraagontwikkeling,Apparaten,households_useful_demand_electric_appliances,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag huishoudens,Vraagontwikkeling,Koudevraag,households_useful_demand_for_cooling,12.0,-15.0,15.0,12.0,%
Vraag,Energievraag huishoudens,Vraagontwikkeling,Warmwatervraag,households_useful_demand_hot_water_share,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag huishoudens,Vraagontwikkeling,Verlichting,households_useful_demand_lighting,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,HR combiketel (waterstof),households_heater_combined_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,HR combiketel (gas),households_heater_combined_network_gas_share,14.66,0.0,100.0,14.66,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,HT-warmtenet,households_heater_district_heating_ht_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,LT-warmtenet,households_heater_district_heating_lt_steam_hot_water_share,0.75,0.0,100.0,0.75,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,MT-warmtenet,households_heater_district_heating_mt_steam_hot_water_share,14.62,0.0,100.0,14.62,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Elektrische boiler,households_heater_electricity_share,5.0,0.0,100.0,5.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Luchtwarmtepomp,households_heater_heatpump_air_water_electricity_share,24.34,0.0,100.0,24.34,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Bodemwarmtepomp,households_heater_heatpump_ground_water_electricity_share,10.51,0.0,100.0,10.51,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,PVT-warmtepomp,households_heater_heatpump_pvt_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Warmtepomp met aquathermie (TEO) en WKO,households_heater_heatpump_surface_water_water_ts_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Hybride luchtwarmtepomp (gas),households_heater_hybrid_heatpump_air_water_electricity_share,29.12,0.0,100.0,29.12,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Hybride luchtwarmtepomp (waterstof),households_heater_hybrid_hydrogen_heatpump_air_water_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Gasketel,households_heater_network_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Houtpelletkachel,households_heater_wood_pellets_share,1.0,0.0,100.0,1.0,%
Vraag,Energievraag huishoudens,Ruimteverwarming & warm water,Zonthermische collectoren,households_water_heater_solar_thermal_share,17.5,0.0,100.0,17.5,%
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_apartments_1945_1964,214.6989548,1.0,500.0,214.6989548,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_apartments_1965_1984,162.2980066,1.0,500.0,162.2980066,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_apartments_1985_2004,130.3349369,1.0,500.0,130.3349369,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_apartments_2005_present,104.8949665,1.0,500.0,104.8949665,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_apartments_before_1945,229.9376293,1.0,500.0,229.9376293,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_apartments_future,58.22580645,1.0,500.0,58.22580645,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_detached_houses_1945_1964,249.7770373,1.0,500.0,249.7770373,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_detached_houses_1965_1984,202.9203414,1.0,500.0,202.9203414,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_detached_houses_1985_2004,149.1716108,1.0,500.0,149.1716108,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_detached_houses_2005_present,104.7301261,1.0,500.0,104.7301261,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_detached_houses_before_1945,285.79467,1.0,500.0,285.79467,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_detached_houses_future,52.96774194,1.0,500.0,52.96774194,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_semi_detached_houses_1945_1964,229.8577473,1.0,500.0,229.8577473,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_semi_detached_houses_1965_1984,193.6152629,1.0,500.0,193.6152629,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_semi_detached_houses_1985_2004,150.2498542,1.0,500.0,150.2498542,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_semi_detached_houses_2005_present,107.8446663,1.0,500.0,107.8446663,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_semi_detached_houses_before_1945,279.7494233,1.0,500.0,279.7494233,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_semi_detached_houses_future,52.29032258,1.0,500.0,52.29032258,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1945 - 1964,households_insulation_level_terraced_houses_1945_1964,217.9078927,1.0,500.0,217.9078927,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1965 - 1984,households_insulation_level_terraced_houses_1965_1984,185.2124756,1.0,500.0,185.2124756,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,1985 - 2004,households_insulation_level_terraced_houses_1985_2004,151.0275672,1.0,500.0,151.0275672,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,2005 - heden,households_insulation_level_terraced_houses_2005_present,111.7613451,1.0,500.0,111.7613451,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,< 1945,households_insulation_level_terraced_houses_before_1945,271.6304243,1.0,500.0,271.6304243,kWh/m2
Vraag,Energievraag huishoudens,Warmtevraag & isolatie,Nieuwbouw,households_insulation_level_terraced_houses_future,52.96774194,1.0,500.0,52.96774194,kWh/m2
Vraag,Energievraag huishoudens,Verlichting,Spaarlamp,households_lighting_efficient_fluorescent_electricity_share,5.5,0.0,100.0,5.5,%
Vraag,Energievraag huishoudens,Verlichting,Gloeilamp,households_lighting_incandescent_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag huishoudens,Verlichting,LED-lamp,households_lighting_led_electricity_share,94.5,0.0,100.0,94.5,%
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_apartments_1945_1964,4980.912674,0.0,5556.0,4980.912674,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_apartments_1965_1984,8373.714882,0.0,8566.0,8373.714882,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_apartments_1985_2004,4358.450891,0.0,4392.0,4358.450891,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_apartments_2005_present,2064.0,0.0,2136.0,2064.0,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_apartments_before_1945,3282.13962,0.0,3380.0,3282.13962,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_apartments_future,5237.542248,0.0,55783.0,5237.542248,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_detached_houses_1945_1964,130.5602753,0.0,145.0,130.5602753,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_detached_houses_1965_1984,155.5436555,0.0,160.0,155.5436555,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_detached_houses_1985_2004,356.6191466,0.0,359.0,356.6191466,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_detached_houses_2005_present,375.0,0.0,413.0,375.0,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_detached_houses_before_1945,453.922619,0.0,463.0,453.922619,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_detached_houses_future,317.8100269,0.0,55783.0,317.8100269,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Aantal inwoners,households_number_of_inhabitants,0.132103649,0.060717,0.242868,0.132103649,mln
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_semi_detached_houses_1945_1964,1414.920801,0.0,1462.0,1414.920801,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_semi_detached_houses_1965_1984,2600.863766,0.0,2621.0,2600.863766,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_semi_detached_houses_1985_2004,1902.321877,0.0,1908.0,1902.321877,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_semi_detached_houses_2005_present,697.0,0.0,767.0,697.0,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_semi_detached_houses_before_1945,2185.46191,0.0,2212.0,2185.46191,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_semi_detached_houses_future,938.2375908,0.0,55783.0,938.2375908,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1945 - 1964,households_number_of_terraced_houses_1945_1964,1934.866079,0.0,2275.0,1934.866079,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1965 - 1984,households_number_of_terraced_houses_1965_1984,6294.066894,0.0,6447.0,6294.066894,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,1985 - 2004,households_number_of_terraced_houses_1985_2004,4917.112182,0.0,4962.0,4917.112182,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,2005 - heden,households_number_of_terraced_houses_2005_present,1178.0,0.0,1326.0,1178.0,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,< 1945,households_number_of_terraced_houses_before_1945,5902.996355,0.0,6233.0,5902.996355,#
Vraag,Energievraag huishoudens,Bevolking & woningvoorraad,Nieuwbouw,households_number_of_terraced_houses_future,5962.569545,0.0,55783.0,5962.569545,#
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HR combiketel (waterstof),households_heater_combined_hydrogen_heat_output_capacity,,0.000681781011831203,25.0,22.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HR combiketel (gas),households_heater_combined_network_gas_heat_output_capacity,,0.000681781011831203,25.0,22.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,HT-warmtenet,households_heater_district_heating_ht_steam_hot_water_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,LT-warmtenet,households_heater_district_heating_lt_steam_hot_water_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,MT-warmtenet,households_heater_district_heating_mt_steam_hot_water_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Elektrische boiler/bijstook,households_heater_electricity_heat_output_capacity,,0.000681781011831203,25.0,6.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Luchtwarmtepomp,households_heater_heatpump_air_water_electricity_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Bodemwarmtepomp,households_heater_heatpump_ground_water_electricity_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Bodemwarmtepomp met PVT,households_heater_heatpump_pvt_electricity_heat_output_capacity,,0.000681781011831203,25.0,7.8,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Warmtepomp met aquathermie (TEO) en WKO,households_heater_heatpump_surface_water_water_ts_electricity_heat_output_capacity,,0.000681781011831203,25.0,10.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Hybride luchtwarmtepomp (gas),households_heater_hybrid_heatpump_air_water_electricity_heat_output_capacity,,0.000681781011831203,25.0,4.9,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Hybride luchtwarmtepomp (waterstof),households_heater_hybrid_hydrogen_heatpump_air_water_electricity_heat_output_capacity,,0.000681781011831203,25.0,4.8999999999999995,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Gasketel,households_heater_network_gas_heat_output_capacity,,0.000681781011831203,25.0,22.0,kW
Vraag,Verwarmingstechnologieën huishoudens,Vermogens,Houtpelletkachel,households_heater_wood_pellets_heat_output_capacity,,0.000681781011831203,25.0,10.1,kW
Vraag,Energievraag industrie,Overig,Ammoniak,external_coupling_industry_other_non_specified_industry_ammonia_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Kolen,external_coupling_industry_other_non_specified_industry_coal_share_energetic,,0.0,100.0,0.013246191370001742,%
Vraag,Energievraag industrie,Overig,Kolen,external_coupling_industry_other_non_specified_industry_coal_share_non_energetic,,0.0,100.0,8.569618749207011,%
Vraag,Energievraag industrie,Overig,Kooks,external_coupling_industry_other_non_specified_industry_cokes_share_energetic,,0.0,100.0,0.7386678584321568,%
Vraag,Energievraag industrie,Overig,Kooks,external_coupling_industry_other_non_specified_industry_cokes_share_non_energetic,,0.0,100.0,2.1306812324954514,%
Vraag,Energievraag industrie,Overig,Olie,external_coupling_industry_other_non_specified_industry_crude_oil_share_energetic,,0.0,100.0,0.3275996520174094,%
Vraag,Energievraag industrie,Overig,Oie,external_coupling_industry_other_non_specified_industry_crude_oil_share_non_energetic,,0.0,100.0,89.29970001829753,%
Vraag,Energievraag industrie,Overig,Elektriciteit,external_coupling_industry_other_non_specified_industry_electricity_share_energetic,,0.0,100.0,39.154543073692,%
Vraag,Energievraag industrie,Overig,Waterstof,external_coupling_industry_other_non_specified_industry_hydrogen_share_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Waterstof,external_coupling_industry_other_non_specified_industry_hydrogen_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Methanol,external_coupling_industry_other_non_specified_industry_methanol_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Netwerkgas,external_coupling_industry_other_non_specified_industry_network_gas_share_energetic,,0.0,100.0,52.104162264810704,%
Vraag,Energievraag industrie,Overig,Netwerkgas,external_coupling_industry_other_non_specified_industry_network_gas_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Stoomnet,external_coupling_industry_other_non_specified_industry_useable_heat_share_energetic,,0.0,100.0,4.546247730656086,%
Vraag,Energievraag industrie,Overig,Afval,external_coupling_industry_other_non_specified_industry_waste_mix_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Biomassa,external_coupling_industry_other_non_specified_industry_wood_pellets_share_energetic,,0.0,100.0,3.1155332290216378,%
Vraag,Energievraag industrie,Overig,Biomassa,external_coupling_industry_other_non_specified_industry_wood_pellets_share_non_energetic,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Grootte (energetisch),external_coupling_industry_other_non_specified_useful_energetic_demand,,0.0,68.1781011831203,0.3106621952423306,PJ
Vraag,Energievraag industrie,Overig,Grootte (niet-energetisch),external_coupling_industry_other_non_specified_useful_non_energetic_demand,,0.0,68.1781011831203,0.03751946698227483,PJ
Vraag,Energievraag industrie,Overig,Kolen,industry_aggregated_other_industry_coal_share_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Kolen,industry_aggregated_other_industry_coal_share_non_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Kooks,industry_aggregated_other_industry_cokes_share_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Kooks,industry_aggregated_other_industry_cokes_share_non_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Olie,industry_aggregated_other_industry_crude_oil_share_energetic,0.1,0.0,100.0,0.1,%
Vraag,Energievraag industrie,Overig,Olie,industry_aggregated_other_industry_crude_oil_share_non_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Elektriciteit,industry_aggregated_other_industry_electricity_share,76.9,0.0,100.0,76.9,%
Vraag,Energievraag industrie,Overig,Waterstof,industry_aggregated_other_industry_hydrogen_share_energetic,2.8,0.0,100.0,2.8,%
Vraag,Energievraag industrie,Overig,Waterstof,industry_aggregated_other_industry_hydrogen_share_non_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Gas,industry_aggregated_other_industry_network_gas_share_energetic,18.1,0.0,100.0,18.1,%
Vraag,Energievraag industrie,Overig,Gas,industry_aggregated_other_industry_network_gas_share_non_energetic,100.0,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Overig,Warmte,industry_aggregated_other_industry_useable_heat_share,1.8,0.0,100.0,1.8,%
Vraag,Energievraag industrie,Overig,Biomassa,industry_aggregated_other_industry_wood_pellets_share_energetic,0.3,0.0,100.0,0.3,%
Vraag,Energievraag industrie,Overig,Biomassa,industry_aggregated_other_industry_wood_pellets_share_non_energetic,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Elektriciteit,industry_useful_demand_for_aggregated_other_electricity_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Overig,Grootte (energetisch),industry_useful_demand_for_aggregated_other_energetic,80.0,0.0,10000.0,80.0,%
Vraag,Energievraag industrie,Overig,Grootte (niet-energetisch),industry_useful_demand_for_aggregated_other_non_energetic,0.0,0.0,50000.0,0.0,%
Vraag,Energievraag industrie,Overig,Warmte,industry_useful_demand_for_aggregated_other_useable_heat_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Aluminium,Elektriciteit,external_coupling_industry_metal_aluminium_energetic_electricity_share,,0.0,100.0,93.4161,%
Vraag,Energievraag industrie,Aluminium,Waterstof,external_coupling_industry_metal_aluminium_energetic_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Aluminium,Netwerkgas,external_coupling_industry_metal_aluminium_energetic_network_gas_share,,0.0,100.0,6.5839,%
Vraag,Energievraag industrie,Aluminium,Vaste onderhoudskosten,external_coupling_industry_metal_aluminium_fixed_om_costs,,0.0,100000000000.0,0.0,€/year/unit
Vraag,Energievraag industrie,Aluminium,Investeringskosten,external_coupling_industry_metal_aluminium_investment_costs,,0.0,100000000000000.0,0.0,€/unit
Vraag,Energievraag industrie,Aluminium,Productiegrootte,external_coupling_industry_metal_aluminium_production,,0.0,68.1781011831203,0.0,Mton
Vraag,Energievraag industrie,Aluminium,Conversie energetische vraag,external_coupling_industry_metal_aluminium_production_efficiency,,0.0,0.00681781011831203,0.01619,Mton/PJ
Vraag,Energievraag industrie,Aluminium,Technische levensduur,external_coupling_industry_metal_aluminium_technical_lifetime,,0.00681781011831203,0.681781011831203,15.0,year
Vraag,Energievraag industrie,Aluminium,Carbothermische reductie,industry_aluminium_carbothermalreduction_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Aluminium,Elektrolyse BAT,industry_aluminium_electrolysis_bat_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Aluminium,Elektrolyse,industry_aluminium_electrolysis_current_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Aluminium,Aluminium,industry_aluminium_production,20.0,0.0,2000.0,20.0,%
Vraag,Energievraag industrie,Aluminium,Smeltoven (recycling),industry_aluminium_smeltoven_electricity_share,100.0,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_industry_chemicals_fertilizers_flexibility_p2h_electricity,0.0,0.0,10000.0,0.0,MW
Vraag,Energievraag industrie,Kunstmest,Ammoniak,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Ammoniak,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Biokerosine,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_kerosene_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Bio-olie,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_oil_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Biodiesel,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_biodiesel_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Bionafta,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bionaphtha_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Olie,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_crude_oil_input_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Diesel,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_diesel_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Elektriciteit,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_electricity_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Benzine,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_gasoline_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Groen gas,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Groen gas,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Zware stookolie,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_heavy_fuel_oil_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Waterstof,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_hydrogen_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Waterstof,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_hydrogen_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Kerosine,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_kerosene_output_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Verliezen,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_loss_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,LPG,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_lpg_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Methanol,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_methanol_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Methanol,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_methanol_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Nafta,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_naphtha_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Aardgas,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_natural_gas_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Aardgas,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_natural_gas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Niet-gedefinieerd,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_not_defined_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Niet-gedefinieerd,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_not_defined_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Raffinagegas,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_refinery_gas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Stoomnet,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_steam_hot_water_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Vraag voor transformatie,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_total_demand,,0.0,68.1781011831203,0.0,PJ
Vraag,Energievraag industrie,Kunstmest,Afval,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_waste_mix_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Biomassa,external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_wood_pellets_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Kolenketel,external_coupling_industry_chemical_fertilizers_burner_coal_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Olieketel,external_coupling_industry_chemical_fertilizers_burner_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Waterstofketel,external_coupling_industry_chemical_fertilizers_burner_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Gasketel,external_coupling_industry_chemical_fertilizers_burner_network_gas_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Biomassaketel,external_coupling_industry_chemical_fertilizers_burner_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Vraag energetisch naar elektriciteit,external_coupling_industry_chemical_fertilizers_electricity,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Ammoniak,external_coupling_industry_chemical_fertilizers_non_energetic_ammonia_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Kolen,external_coupling_industry_chemical_fertilizers_non_energetic_coal_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Olie,external_coupling_industry_chemical_fertilizers_non_energetic_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Waterstof,external_coupling_industry_chemical_fertilizers_non_energetic_hydrogen_share,,0.0,100.0,0.0,%
